tg_ecotypeid,name,country,sitename,latitude,longitude,collector,collectiondate,release_status,seq_by,picture,CS_number
6961,Se-0,ESP,Se,38.3333,-3.53333,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6961.png,CS76597
7327,Sf-1,ESP,Sf,41.7833,3.03333,F. Laibach,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7327.png,CS77246
7328,Sf-2,ESP,Sf,41.7833,3.03333,Albert Kranz,,released,Mott,http://gwapp.gmi.oeaw.ac.at/public/plants/7328.png,CS77247
6970,Ts-1,ESP,Ts,41.7194,2.93056,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6970.png,CS76615
6971,Ts-5,ESP,Ts,41.7194,2.93056,Albert Kranz,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6971.png,CS77388
7025,Bl-1,ITA,Bl,44.5041,11.3396,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7025.png,CS76450
7067,Ct-1,ITA,Ct,37.3,15,Albert Kranz,,released,Mott,http://gwapp.gmi.oeaw.ac.at/public/plants/7067.png,CS76786
7068,Cerv-1,ITA,Cerv,42,12.1,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7068.png,CS76462
8337,Mir-0,ITA,Mir,44,12.37,Albert Kranz,,done,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8337.png,CS76551
7319,Rome-1,ITA,Rome,42,12.1,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7319.png,CS76590
7333,Sei-0,ITA,Sei,46.5438,11.5614,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7333.png,CS76599
8243,PHW-2,ITA,Florence,43.7703,11.2547,Paul Williams,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8243.png,CS77173
6680,ANH-1,GER,ANH,51.85,6.4333,Gerhard Röbbelen,1957-01-01 00:00:00,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6680.png,CS76437
6920,Got-22,GER,GÖT,51.5338,9.9355,Gerhard Röbbelen,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6920.png,CS76884
6987,Ak-1,GER,Ak,48.0683,7.62551,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6987.png,CS76431
7000,Aa-0,GER,Aa,50.9167,9.57073,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7000.png,CS76428
7013,Bd-0,GER,Bd,52.4584,13.287,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7013.png,CS76445
7028,Bch-1,GER,Bch,49.5166,9.3166,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7028.png,CS76444
7031,Bsch-0,GER,Bsch,50.0167,8.6667,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7031.png,CS76457
7036,Bu-0,GER,Bu,50.5,9.5,Albert Kranz,,released,"MPI,Salk",http://gwapp.gmi.oeaw.ac.at/public/plants/7036.png,CS78889
7062,Ca-0,GER,Ca,50.2981,8.26607,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7062.png,CS76459
7094,Da-0,GER,Da,49.8724,8.65081,Albert Kranz,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/7094.png,CS76791
7102,Do-0,GER,Do,50.7224,8.2372,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7102.png,CS76474
7106,Dr-0,GER,Dr,51.051,13.7336,Albert Kranz,,released,"MPI,Salk",http://gwapp.gmi.oeaw.ac.at/public/plants/7106.png,CS78897
6915,Ei-2,GER,Ei,50.3,6.3,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6915.png,CS76478
7117,El-0,GER,El,51.5105,9.68253,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7117.png,CS76479
7119,En-2,GER,En,50,8.5,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7119.png,CS76481
7120,En-D,GER,En,50,8.5,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7120.png,CS76482
8290,En-1,GER,En,50,8.5,Albert Kranz,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8290.png,CS76841
7125,Er-0,GER,Er,49.5955,11.0087,Albert Kranz,,released,"MPI,Salk",http://gwapp.gmi.oeaw.ac.at/public/plants/7125.png,CS78898
7127,Est,EST,EstGER,58.6656,24.9871,Brigitte Damm,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7127.png,CS76485
7133,Fr-2,GER,Fr,50.1102,8.6822,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7133.png,CS76489
7138,Fi-0,GER,Fi,50.5,8.0167,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7138.png,CS76488
6919,Ga-0,GER,Ga,50.3,8,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6919.png,CS76490
7147,Gie-0,GER,Gie,50.584,8.67825,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7147.png,CS76493
6922,Gu-0,GER,Gu,50.3,8,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6922.png,CS76498
7161,Gd-1,GER,Gd,53.5,10.5,Albert Kranz,,done,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7161.png,CS76491
7162,Hs-0,GER,Hannover (Hannover),52.24,9.44,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7162.png,CS76515
7163,Ha-0,GER,Ha,52.3721,9.73569,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7163.png,CS76500
7165,Hn-0,GER,Hn,51.3472,8.28844,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7165.png,CS76513
7169,Hh-0,GER,Hh,54.4175,9.88682,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7169.png,CS76512
8312,Is-0,GER,Is,50.5,7.5,Albert Kranz,,released,"MPI,Salk",http://gwapp.gmi.oeaw.ac.at/public/plants/8312.png,CS78904
7181,Je-0,GER,Je,50.927,11.587,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7181.png,CS76518
8420,Kelsterbach-4,GER,Kelsterbach,50.0667,8.5333,Paul Williams,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8420.png,CS76525
7199,Kl-5,GER,Kl,50.95,6.9666,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7199.png,CS76528
7202,Kb-0,GER,Kb,50.1797,8.50861,Albert Kranz,,done,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7202.png,CS76524
7203,Krot-0,GER,Krot,49.631,11.5722,Thomas Mitchell-Olds,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7203.png,CS76534
7213,Ler-0,GER,Ler,47.984,10.8719,Maarten Koornneef,,released,Mott,http://gwapp.gmi.oeaw.ac.at/public/plants/7213.png,CS77020
6932,Ler-1,GER,Ler,47.984,10.8719,Eric Holub,,released,"MPI,GMI",http://gwapp.gmi.oeaw.ac.at/public/plants/6932.png,CS77021
7223,Li-2:1,GER,Li,50.3833,8.0666,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7223.png,CS76541
7231,Li-7,GER,Li,50.3833,8.0666,Albert Kranz,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/7231.png,CS77035
7244,Mnz-0,GER,Mnz,50.001,8.26664,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7244.png,CS76552
7250,Me-0,GER,Me,51.9183,10.1138,Albert Kranz,,done,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7250.png,CS76549
6940,Mz-0,GER,Mz,50.3,8.3,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6940.png,CS76557
7258,Nw-0,GER,Nw,50.5,8.5,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7258.png,CS76564
7268,Np-0,GER,Np,52.6969,10.981,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7268.png,CS76563
7273,No-0,GER,No,51.0581,13.2995,Albert Kranz,,released,Mott,http://gwapp.gmi.oeaw.ac.at/public/plants/7273.png,CS77128
7276,Ob-0,GER,Ob,50.2,8.5833,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7276.png,CS76566
7280,Old-1,GER,Old,53.1667,8.2,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7280.png,CS76567
7282,Or-0,GER,Or,50.3827,8.01161,Albert Kranz,,done,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7282.png,CS76568
7287,Ove-0,GER,Ove,53.3422,8.42255,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7287.png,CS76569
7305,Pt-0,GER,Pt,53.476,10.6065,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7305.png,CS78915
8366,Rd-0,GER,Rd,50.5,8.5,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8366.png,CS76584
7337,Si-0,GER,Si,50.8738,8.02341,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7337.png,CS76601
7343,Sp-0,GER,Sp,52.5339,13.181,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7343.png,CS76603
7344,Sg-1,GER,Sg,47.6667,9.5,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7344.png,CS76600
7346,Sten-0,GER,Stendal,52.6058,11.8558,Albert Kranz,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/7346.png,CS77277
7378,Uk-1,GER,Uk,48.0333,7.7667,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7378.png,CS76620
7404,Wc-1,GER,Wc,52.6,10.0667,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7404.png,CS76627
6982,Wt-5,GER,Wt,52.3,9.3,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6982.png,CS76632
7411,Wl-0,GER,Wl,47.9299,10.8134,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7411.png,CS76630
7415,Wu-0,GER,Wü,49.7878,9.9361,Albert Kranz,,released,Mott,http://gwapp.gmi.oeaw.ac.at/public/plants/7415.png,CS78858
8239,PHW-3,GER,Köln,51,7,Paul Williams,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8239.png,CS76976
7419,Db-1,GER,Tenne,50.3058,8.32213,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7419.png,CS76471
6931,Kz-9,KAZ,KZ,49.5,73.1,Ihsan Al-Shehbaz,1994-06-07 00:00:00,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6931.png,CS76537
6830,Kz-13,KAZ,KZ,49.5,73.1,Ihsan Al-Shehbaz,1994-06-07 0:00:00,,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/6830.png,CS76994
7003,Bs-1,SUI,Bs,47.5,7.5,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7003.png,CS78888
8297,Ge-0,SUI,Ge,46.5,6.08,Albert Kranz,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8297.png,CS76875
6979,Wei-0,SUI,Wei,47.25,8.26,Alan Slusarenko,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6979.png,CS76628
7417,Zu-0,SUI,Zu,47.3667,8.55,Albert Kranz,,released,Mott,http://gwapp.gmi.oeaw.ac.at/public/plants/7417.png,CS78880
7418,Zu-1,SUI,Zu,47.3667,8.55,Albert Kranz,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/7418.png,CS78881
7207,Kyoto,JPN,Kyoto,35.0085,135.752,Hirokazu Tsukaya,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7207.png,CS76535
7373,Tsu-0,JPN,Tsu,34.43,136.31,Albert Kranz,,released,Mott,http://gwapp.gmi.oeaw.ac.at/public/plants/7373.png,CS77389
7306,Pog-0,CAN,Pog,49.2655,-123.206,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7306.png,CS76576
7383,Van-0,CAN,Van,49.2655,-123.206,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7383.png,CS76623
7164,Hau-0,DEN,Hau,55.675,12.5686,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7164.png,CS76915
7427,Ko-2,DEN,UNKNOWN-Denmark,,,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7427.png,CS76531
7126,Es-0,FIN,Es,60.1997,24.5682,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7126.png,CS76484
6968,Tamm-2,FIN,Tamm,60,23.5,Outi Savolainen,1989-05-01 0:00:00,released,"Salk,GMI",http://gwapp.gmi.oeaw.ac.at/public/plants/6968.png,CS76610
6969,Tamm-27,FIN,Tamm,60,23.5,Outi Savolainen,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6969.png,CS77341
7288,Oy-0,NOR,Oy,60.385543,6.193019,Albert Kranz,2002-05-24 2:00:00,released,Mott,http://gwapp.gmi.oeaw.ac.at/public/plants/7288.png,CS77156
7209,La-0,POL,La,52.7333,15.2333,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7209.png,CS76538
7255,Mh-0,GER,Mh,50.95,7.5,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7255.png,CS76550
7394,Wa-1,POL,Wa,52.3,21,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7394.png,CS76626
6990,Amel-1,NED,Amel,53.448,5.73,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6990.png,CS76434
6997,Appt-1,NED,Appt,51.8333,5.5833,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6997.png,CS76440
7002,Baa-1,NED,Baa,51.3333,6.1,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7002.png,CS76442
7008,Benk-1,NED,Benk,52,5.675,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7008.png,CS76447
7143,Gel-1,NED,Gel,51.0167,5.86667,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7143.png,CS76492
7218,Le-0,NED,Le,52.1611,4.49015,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7218.png,CS76540
6945,Nok-3,NED,Nok,52.24,4.45,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6945.png,CS76562
7316,Rhen-1,NED,Rhen,51.9667,5.56667,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7316.png,CS78916
7353,Tha-1,NED,Tha,52.08,4.3,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7353.png,CS76611
7382,Utrecht,NED,Utrecht,52.0918,5.1145,Viola Willemsen,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7382.png,CS76622
7384,Ven-1,NED,Ven,52.0333,5.55,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7384.png,CS76624
7077,Co-1,POR,Co,40.12,-8.25,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7077.png,CS76468
7081,Co,POR,Co,40.2077,-8.42639,George Redei,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7081.png,CS78895
7058,Bur-0,IRL,Bur,54.1,-6.2,Albert Kranz,,released,Mott,http://gwapp.gmi.oeaw.ac.at/public/plants/7058.png,CS76734
6992,Ang-0,BEL,Ang,50.3,5.3,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6992.png,CS76436
6898,An-1,BEL,An,51.2167,4.4,Albert Kranz,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6898.png,CS76435
8424,Kas-2,IND,Kas,35,77,Shauna Somerville,1976-01-01 0:00:00,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8424.png,CS78905
7183,Kas-1,IND,Kas,35,77,Shauna Somerville,,,Salk,,CS79018
7186,Kn-0,LTU,Kn,54.8969,23.8924,Albert Kranz,,released,Mott,http://gwapp.gmi.oeaw.ac.at/public/plants/7186.png,CS76969
7236,Litva,LTU,Litva,,,Igor Vizir,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7236.png,CS76543
7413,Wil-2,LTU,Wil,54.6833,25.3167,Albert Kranz,,released,Mott,http://gwapp.gmi.oeaw.ac.at/public/plants/7413.png,CS78856
8419,Wil-1,LTU,Wil,54.6833,25.3167,Albert Kranz,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/8419.png,CS78855
7323,Rubezhnoe-1,UKR,Rubezhnoe,49,38.28,Igor Vizir,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7323.png,CS76594
6911,Cvi-0,CPV,Cvi,15.1111,-23.6167,Albert Kranz,,,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/6911.png,CS76789
7471,RLD-1,UNK,UNKNOWN,,,Maarten Koornneef,,released,Salk,http://gwapp.gmi.oeaw.ac.at/public/plants/7471.png,CS76588
9067,Xan-3,AZE,Xanbulan,38.6536,48.7992,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9067.png,CS78860
9069,Xan-5,AZE,Xanbulan,38.6536,48.7992,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9069.png,CS78861
9070,Xan-6,AZE,Xanbulan,38.6536,48.7992,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9070.png,CS78862
9075,Lerik1-4,AZE,Lerik,38.7406,48.6131,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9075.png,CS77023
9078,Lerik1-7,AZE,Lerik,38.7406,48.6131,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9078.png,CS77024
9079,Lerik2-1,AZE,Lerik,38.7833,48.5517,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9079.png,CS77025
9081,Lerik2-3,AZE,Lerik,38.7833,48.5517,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9081.png,CS77026
9084,Lerik2-6,AZE,Lerik,38.7833,48.5517,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9084.png,CS77028
9085,Lerik2-7,AZE,Lerik,38.7833,48.5517,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9085.png,CS77029
9089,Nar-3,AZE,Narimanabad,38.9522,48.925,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9089.png,CS77119
9091,Nar-5,AZE,Narimanabad,38.9522,48.925,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9091.png,CS77121
9095,Istisu-5,AZE,Istisu,38.9786,48.5594,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9095.png,CS76950
9099,Istisu-9,AZE,Istisu,38.9786,48.5594,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9099.png,CS76953
9100,Lag1-2,GEO,Lagodechi,41.8296,46.2831,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9100.png,CS76998
9102,Lag1-4,GEO,Lagodechi,41.8296,46.2831,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9102.png,CS76999
9103,Lag1-5,GEO,Lagodechi,41.8296,46.2831,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9103.png,CS77000
9104,Lag1-6,GEO,Lagodechi,41.8296,46.2831,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9104.png,CS77001
9105,Lag1-7,GEO,Lagodechi,41.8296,46.2831,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9105.png,CS77002
9106,Lag1-8,GEO,Lagodechi,41.8296,46.2831,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9106.png,CS77003
9111,Lag2-4,GEO,Lagodechi,41.8296,46.2831,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9111.png,CS77005
9113,Lag2-6,GEO,Lagodechi,41.8296,46.2831,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9113.png,CS77006
9114,Lag2-7,GEO,Lagodechi,41.8296,46.2831,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9114.png,CS77007
9115,Lag2-10,GEO,Lagodechi,41.8296,46.2831,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9115.png,CS77004
9121,Bak-5,GEO,Bakuriani,41.7942,43.4767,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9121.png,CS76685
9125,Geg-14,ARM,Geghard,40.1408,44.8203,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9125.png,CS76876
9128,Yeg-2,ARM,Yeghegis,39.8692,45.3622,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9128.png,CS78864
9130,Yeg-4,ARM,Yeghegis,39.8692,45.3622,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9130.png,CS78865
9131,Yeg-5,ARM,Yeghegis,39.8692,45.3622,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9131.png,CS78866
9133,Yeg-7,ARM,Yeghegis,39.8692,45.3622,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9133.png,CS78867
9134,Yeg-8,ARM,Yeghegis,39.8692,45.3622,James Beck,,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/9134.png,CS78868
9939,Aitba-2,MAR,,31.48,-7.45,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9939.png,CS76347
9941,Fei-0,POR,,40.92,-8.54,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9941.png,CS76412
9942,Agu-1,ESP,,41.32,-1.34,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9942.png,CS76409
9943,Cdm-0,ESP,,39.73,-5.74,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9943.png,CS76410
9944,Don-0,ESP,,36.83,-6.36,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9944.png,CS76411
9945,Leo-1,ESP,,41.8,-3.11,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9945.png,CS76413
9946,Mer-6,ESP,,38.92,-6.34,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9946.png,CS76414
9947,Ped-0,ESP,,40.74,-3.9,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9947.png,CS76415
9948,Pra-6,ESP,,41.05,-3.54,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9948.png,CS76416
9949,Qui-0,ESP,,42.69,-6.93,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9949.png,CS76417
9950,Vie-0,ESP,,42.63,0.76,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9950.png,CS76418
9951,Kly-1,RUS,Kolyvan,51.3333,82.5667,Heike Schmuths,1999-12-30 0:00:00,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9951.png,CS76385
9952,Kly-4,RUS,,51.32,82.55,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9952.png,CS76384
9953,Koz-2,RUS,,51.33,82.19,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9953.png,CS76383
9955,Stepn-2,RUS,,54.09,60.46,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9955.png,CS76377
9956,Stepn-1,RUS,,54.06,60.48,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9956.png,CS76378
9957,Borsk-2,RUS,,53.04,51.75,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9957.png,CS76421
9958,Shigu-1,RUS,,53.33,49.48,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9958.png,CS76375
9959,Shigu-2,RUS,,53.33,49.48,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9959.png,CS76374
9960,Kidr-1,RUS,,51.31,57.56,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9960.png,CS76376
9962,Galdo-1,ITA,,40.57,15.32,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9962.png,CS76423
9963,Lago-1,ITA,,39.18,16.26,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9963.png,CS76367
9964,Mammo-1,ITA,,38.36,16.23,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9964.png,CS76365
9965,Mammo-2,ITA,,38.38,16.22,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9965.png,CS76364
9966,Monte-1,ITA,,40.28,15.65,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9966.png,CS76361
9968,Timpo-1,ITA,,39.27,16.27,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9968.png,CS76424
9969,Valsi-1,ITA,,40.18,16.45,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9969.png,CS76425
9970,Altenb-2,ITA,,46.37,11.24,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9970.png,CS76353
9971,Bozen-1.1,ITA,,46.51,11.33,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9971.png,CS76357
9972,Bozen-1.2,ITA,,46.51,11.33,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9972.png,CS76358
9973,Mitterberg-1-181,ITA,,46.36,11.28,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9973.png,CS76354
9974,Castelfed-4-212,ITA,,46.34,11.29,,12/30/99,released,MPI,http://gwapp.gmi.oeaw.ac.at/public/plants/9974.png,CS76355
